,word,qt_vogais,qt_consoantes,1,2,3,4,5,fl_digrafo,fl_encontro_vogais
1638,duelo,3,2,d,u,e,l,o,0,1
1639,dueto,3,2,d,u,e,t,o,0,1
1640,dumas,2,3,d,u,m,a,s,0,0
1641,dunas,2,3,d,u,n,a,s,0,0
1642,dunga,2,3,d,u,n,g,a,0,0
1643,dupla,2,3,d,u,p,l,a,0,0
1644,duplo,2,3,d,u,p,l,o,0,0
1645,duque,3,2,d,u,q,u,e,1,1
1646,durai,3,2,d,u,r,a,i,0,1
1647,duram,2,3,d,u,r,a,m,0,0
1648,durar,2,3,d,u,r,a,r,0,0
1649,duras,2,3,d,u,r,a,s,0,0
1650,durei,3,2,d,u,r,e,i,0,1
1651,durem,2,3,d,u,r,e,m,0,0
1652,dures,2,3,d,u,r,e,s,0,0
1653,durma,2,3,d,u,r,m,a,0,0
1654,durmo,2,3,d,u,r,m,o,0,0
1655,duros,2,3,d,u,r,o,s,0,0
1656,durou,3,2,d,u,r,o,u,0,1
1657,dutos,2,3,d,u,t,o,s,0,0
1658,duzia,3,2,d,u,z,i,a,0,1
1659,ebano,3,2,e,b,a,n,o,0,0
1660,ebrio,3,2,e,b,r,i,o,0,1
1661,ecoai,4,1,e,c,o,a,i,0,2
1662,ecoam,3,2,e,c,o,a,m,0,1
1663,ecoar,3,2,e,c,o,a,r,0,1
1664,ecoas,3,2,e,c,o,a,s,0,1
1665,ecoei,4,1,e,c,o,e,i,0,2
1666,ecoem,3,2,e,c,o,e,m,0,1
1667,ecoes,3,2,e,c,o,e,s,0,1
1668,ecoou,4,1,e,c,o,o,u,0,1
1669,edema,3,2,e,d,e,m,a,0,0
1670,edgar,2,3,e,d,g,a,r,0,0
1671,edipo,3,2,e,d,i,p,o,0,0
1672,edita,3,2,e,d,i,t,a,0,0
1673,edite,3,2,e,d,i,t,e,0,0
1674,edite,3,2,e,d,i,t,e,0,0
1675,edito,3,2,e,d,i,t,o,0,0
1676,educa,3,2,e,d,u,c,a,0,0
1677,educo,3,2,e,d,u,c,o,0,0
1678,efeso,3,2,e,f,e,s,o,0,0
1679,egito,3,2,e,g,i,t,o,0,0
1680,egito,3,2,e,g,i,t,o,0,0
1681,eguas,3,2,e,g,u,a,s,1,1
1682,eiras,3,2,e,i,r,a,s,0,1
1683,eixos,3,2,e,i,x,o,s,0,1
1684,ejeta,3,2,e,j,e,t,a,0,0
1685,ejete,3,2,e,j,e,t,e,0,0
1686,ejeto,3,2,e,j,e,t,o,0,0
1687,elege,3,2,e,l,e,g,e,0,0
1688,elegi,3,2,e,l,e,g,i,0,0
1689,eleja,3,2,e,l,e,j,a,0,0
1690,elejo,3,2,e,l,e,j,o,0,0
1691,eleva,3,2,e,l,e,v,a,0,0
1692,eleve,3,2,e,l,e,v,e,0,0
1693,elevo,3,2,e,l,e,v,o,0,0
1694,elias,3,2,e,l,i,a,s,0,1
1695,elisa,3,2,e,l,i,s,a,0,0
1696,elite,3,2,e,l,i,t,e,0,0
1697,elixa,3,2,e,l,i,x,a,0,0
1698,elixa,3,2,e,l,i,x,a,0,0
1699,elixe,3,2,e,l,i,x,e,0,0
1700,elixi,3,2,e,l,i,x,i,0,0
1701,elixo,3,2,e,l,i,x,o,0,0
1702,elmos,2,3,e,l,m,o,s,0,0
1703,emana,3,2,e,m,a,n,a,0,0
1704,emane,3,2,e,m,a,n,e,0,0
1705,emano,3,2,e,m,a,n,o,0,0
1706,emaus,3,2,e,m,a,u,s,0,1
1707,emita,3,2,e,m,i,t,a,0,0
1708,emite,3,2,e,m,i,t,e,0,0
1709,emiti,3,2,e,m,i,t,i,0,0
1710,emito,3,2,e,m,i,t,o,0,0
1711,emula,3,2,e,m,u,l,a,0,0
1712,emule,3,2,e,m,u,l,e,0,0
1713,emulo,3,2,e,m,u,l,o,0,0
1714,encha,2,3,e,n,c,h,a,1,0
1715,enche,2,3,e,n,c,h,e,1,0
1716,enchi,2,3,e,n,c,h,i,1,0
1717,encho,2,3,e,n,c,h,o,1,0
1718,enfia,3,2,e,n,f,i,a,0,1
1719,enfie,3,2,e,n,f,i,e,0,1
1720,enfim,2,3,e,n,f,i,m,0,0
1721,enfio,3,2,e,n,f,i,o,0,1
1722,enjoa,3,2,e,n,j,o,a,0,1
1723,enjoe,3,2,e,n,j,o,e,0,1
1724,enjoo,3,2,e,n,j,o,o,0,0
1725,enoja,3,2,e,n,o,j,a,0,0
1726,enoje,3,2,e,n,o,j,e,0,0
1727,enojo,3,2,e,n,o,j,o,0,0
1728,entao,3,2,e,n,t,a,o,0,0
1729,entes,2,3,e,n,t,e,s,0,0
1730,entoa,3,2,e,n,t,o,a,0,1
1731,entoe,3,2,e,n,t,o,e,0,1
1732,entoo,3,2,e,n,t,o,o,0,0
1733,entra,2,3,e,n,t,r,a,0,0
1734,entre,2,3,e,n,t,r,e,0,0
1735,entro,2,3,e,n,t,r,o,0,0
1736,envia,3,2,e,n,v,i,a,0,1
1737,envie,3,2,e,n,v,i,e,0,1
1738,envio,3,2,e,n,v,i,o,0,1
1739,epica,3,2,e,p,i,c,a,0,0
1740,epico,3,2,e,p,i,c,o,0,0
1741,epiro,3,2,e,p,i,r,o,0,0
1742,epoca,3,2,e,p,o,c,a,0,0
1743,ereis,3,2,e,r,e,i,s,0,1
1744,ereta,3,2,e,r,e,t,a,0,0
1745,ereto,3,2,e,r,e,t,o,0,0
1746,ergam,2,3,e,r,g,a,m,0,0
1747,ergas,2,3,e,r,g,a,s,0,0
1748,ergue,3,2,e,r,g,u,e,1,1
1749,ergui,3,2,e,r,g,u,i,1,1
1750,erica,3,2,e,r,i,c,a,0,0
1751,erica,3,2,e,r,i,c,a,0,0
1752,erice,3,2,e,r,i,c,e,0,0
1753,erico,3,2,e,r,i,c,o,0,0
1754,erico,3,2,e,r,i,c,o,0,0
1755,erige,3,2,e,r,i,g,e,0,0
1756,erigi,3,2,e,r,i,g,i,0,0
1757,erija,3,2,e,r,i,j,a,0,0
1758,erijo,3,2,e,r,i,j,o,0,0
1759,ermos,2,3,e,r,m,o,s,0,0
1760,eroda,3,2,e,r,o,d,a,0,0
1761,erode,3,2,e,r,o,d,e,0,0
1762,erodi,3,2,e,r,o,d,i,0,0
1763,erodo,3,2,e,r,o,d,o,0,0
1764,errai,3,2,e,r,r,a,i,1,1
1765,erram,2,3,e,r,r,a,m,1,0
1766,errar,2,3,e,r,r,a,r,1,0
1767,erras,2,3,e,r,r,a,s,1,0
1768,errei,3,2,e,r,r,e,i,1,1
1769,errem,2,3,e,r,r,e,m,1,0
1770,erres,2,3,e,r,r,e,s,1,0
1771,erros,2,3,e,r,r,o,s,1,0
1772,errou,3,2,e,r,r,o,u,1,1
1773,ervas,2,3,e,r,v,a,s,0,0
1774,escoa,3,2,e,s,c,o,a,1,1
1775,escoe,3,2,e,s,c,o,e,1,1
1776,escol,2,3,e,s,c,o,l,1,0
1777,escoo,3,2,e,s,c,o,o,1,0
1778,esima,3,2,e,s,i,m,a,0,0
1779,esimo,3,2,e,s,i,m,o,0,0
1780,esopo,3,2,e,s,o,p,o,0,0
1781,espia,3,2,e,s,p,i,a,0,1
1782,espie,3,2,e,s,p,i,e,0,1
1783,espio,3,2,e,s,p,i,o,0,1
1784,esqui,3,2,e,s,q,u,i,1,1
1785,essas,2,3,e,s,s,a,s,1,0
1786,esses,2,3,e,s,s,e,s,1,0
1787,estai,3,2,e,s,t,a,i,0,1
1788,estao,3,2,e,s,t,a,o,0,0
1789,estar,2,3,e,s,t,a,r,0,0
1790,estas,2,3,e,s,t,a,s,0,0
1791,ester,2,3,e,s,t,e,r,0,0
1792,estes,2,3,e,s,t,e,s,0,0
1793,estio,3,2,e,s,t,i,o,0,1
1794,estou,3,2,e,s,t,o,u,0,1
1795,esvai,3,2,e,s,v,a,i,0,1
1796,etano,3,2,e,t,a,n,o,0,0
1797,etapa,3,2,e,t,a,p,a,0,0
1798,eteno,3,2,e,t,e,n,o,0,0
1799,etica,3,2,e,t,i,c,a,0,0
1800,etico,3,2,e,t,i,c,o,0,0
1801,etilo,3,2,e,t,i,l,o,0,0
1802,etipe,3,2,e,t,i,p,e,0,0
1803,etnia,3,2,e,t,n,i,a,0,1
1804,euler,3,2,e,u,l,e,r,0,1
1805,evada,3,2,e,v,a,d,a,0,0
1806,evade,3,2,e,v,a,d,e,0,0
1807,evadi,3,2,e,v,a,d,i,0,0
1808,evado,3,2,e,v,a,d,o,0,0
1809,evita,3,2,e,v,i,t,a,0,0
1810,evite,3,2,e,v,i,t,e,0,0
1811,evito,3,2,e,v,i,t,o,0,0
1812,evoca,3,2,e,v,o,c,a,0,0
1813,evoco,3,2,e,v,o,c,o,0,0
1814,evora,3,2,e,v,o,r,a,0,0
1815,exala,3,2,e,x,a,l,a,0,0
1816,exale,3,2,e,x,a,l,e,0,0
1817,exalo,3,2,e,x,a,l,o,0,0
1818,exame,3,2,e,x,a,m,e,0,0
1819,exara,3,2,e,x,a,r,a,0,0
1820,exare,3,2,e,x,a,r,e,0,0
1821,exaro,3,2,e,x,a,r,o,0,0
1822,exata,3,2,e,x,a,t,a,0,0
1823,exato,3,2,e,x,a,t,o,0,0
1824,exiba,3,2,e,x,i,b,a,0,0
1825,exibe,3,2,e,x,i,b,e,0,0
1826,exibi,3,2,e,x,i,b,i,0,0
1827,exibo,3,2,e,x,i,b,o,0,0
1828,exige,3,2,e,x,i,g,e,0,0
1829,exigi,3,2,e,x,i,g,i,0,0
1830,exija,3,2,e,x,i,j,a,0,0
1831,exijo,3,2,e,x,i,j,o,0,0
1832,exila,3,2,e,x,i,l,a,0,0
1833,exile,3,2,e,x,i,l,e,0,0
1834,exilo,3,2,e,x,i,l,o,0,0
1835,exima,3,2,e,x,i,m,a,0,0
1836,exime,3,2,e,x,i,m,e,0,0
1837,eximi,3,2,e,x,i,m,i,0,0
1838,eximo,3,2,e,x,i,m,o,0,0
1839,exito,3,2,e,x,i,t,o,0,0
1840,exodo,3,2,e,x,o,d,o,0,0
1841,expia,3,2,e,x,p,i,a,0,1
1842,expie,3,2,e,x,p,i,e,0,1
1843,expio,3,2,e,x,p,i,o,0,1
1844,expoe,3,2,e,x,p,o,e,0,1
1845,expor,2,3,e,x,p,o,r,0,0
1846,expos,2,3,e,x,p,o,s,0,0
1847,expus,2,3,e,x,p,u,s,0,0
1848,extra,2,3,e,x,t,r,a,0,0
1849,exuma,3,2,e,x,u,m,a,0,0
1850,exume,3,2,e,x,u,m,e,0,0
1851,exumo,3,2,e,x,u,m,o,0,0
1852,fabio,3,2,f,a,b,i,o,0,1
1853,facam,2,3,f,a,c,a,m,0,0
1854,facao,3,2,f,a,c,a,o,0,0
1855,facas,2,3,f,a,c,a,s,0,0
1856,faces,2,3,f,a,c,e,s,0,0
1857,facho,2,3,f,a,c,h,o,1,0
1858,facil,2,3,f,a,c,i,l,0,0
1859,fadas,2,3,f,a,d,a,s,0,0
1860,fados,2,3,f,a,d,o,s,0,0
1861,faina,3,2,f,a,i,n,a,0,1
1862,faixa,3,2,f,a,i,x,a,0,1
1863,falai,3,2,f,a,l,a,i,0,1
1864,falam,2,3,f,a,l,a,m,0,0
1865,falar,2,3,f,a,l,a,r,0,0
1866,falas,2,3,f,a,l,a,s,0,0
1867,falda,2,3,f,a,l,d,a,0,0
1868,falei,3,2,f,a,l,e,i,0,1
1869,falem,2,3,f,a,l,e,m,0,0
1870,fales,2,3,f,a,l,e,s,0,0
1871,falha,2,3,f,a,l,h,a,1,0
1872,falhe,2,3,f,a,l,h,e,1,0
1873,falho,2,3,f,a,l,h,o,1,0
1874,falia,3,2,f,a,l,i,a,0,1
1875,falir,2,3,f,a,l,i,r,0,0
1876,falis,2,3,f,a,l,i,s,0,0
1877,faliu,3,2,f,a,l,i,u,0,1
1878,falou,3,2,f,a,l,o,u,0,1
1879,falsa,2,3,f,a,l,s,a,0,0
1880,falso,2,3,f,a,l,s,o,0,0
1881,falta,2,3,f,a,l,t,a,0,0
1882,falte,2,3,f,a,l,t,e,0,0
1883,falto,2,3,f,a,l,t,o,0,0
1884,famas,2,3,f,a,m,a,s,0,0
1885,farao,3,2,f,a,r,a,o,0,0
1886,faras,2,3,f,a,r,a,s,0,0
1887,farda,2,3,f,a,r,d,a,0,0
1888,fardo,2,3,f,a,r,d,o,0,0
1889,farei,3,2,f,a,r,e,i,0,1
1890,faria,3,2,f,a,r,i,a,0,1
1891,farol,2,3,f,a,r,o,l,0,0
1892,faros,2,3,f,a,r,o,s,0,0
1893,farpa,2,3,f,a,r,p,a,0,0
1894,farra,2,3,f,a,r,r,a,1,0
1895,farsa,2,3,f,a,r,s,a,0,0
1896,farta,2,3,f,a,r,t,a,0,0
1897,farte,2,3,f,a,r,t,e,0,0
1898,farto,2,3,f,a,r,t,o,0,0
1899,fases,2,3,f,a,s,e,s,0,0
1900,fatal,2,3,f,a,t,a,l,0,0
1901,fatia,3,2,f,a,t,i,a,0,1
1902,fatie,3,2,f,a,t,i,e,0,1
1903,fatio,3,2,f,a,t,i,o,0,1
1904,fator,2,3,f,a,t,o,r,0,0
1905,fatos,2,3,f,a,t,o,s,0,0
1906,fatuo,3,2,f,a,t,u,o,0,1
1907,fauna,3,2,f,a,u,n,a,0,1
1908,fauno,3,2,f,a,u,n,o,0,1
1909,favas,2,3,f,a,v,a,s,0,0
1910,favor,2,3,f,a,v,o,r,0,0
1911,favos,2,3,f,a,v,o,s,0,0
1912,fazei,3,2,f,a,z,e,i,0,1
1913,fazem,2,3,f,a,z,e,m,0,0
1914,fazer,2,3,f,a,z,e,r,0,0
1915,fazes,2,3,f,a,z,e,s,0,0
1916,fazia,3,2,f,a,z,i,a,0,1
1917,febre,2,3,f,e,b,r,e,0,0
1918,fecal,2,3,f,e,c,a,l,0,0
1919,fecha,2,3,f,e,c,h,a,1,0
1920,feche,2,3,f,e,c,h,e,1,0
1921,fecho,2,3,f,e,c,h,o,1,0
1922,fedam,2,3,f,e,d,a,m,0,0
1923,fedas,2,3,f,e,d,a,s,0,0
1924,fedei,3,2,f,e,d,e,i,0,1
1925,fedem,2,3,f,e,d,e,m,0,0
1926,feder,2,3,f,e,d,e,r,0,0
1927,fedes,2,3,f,e,d,e,s,0,0
1928,fedeu,3,2,f,e,d,e,u,0,1
1929,fedia,3,2,f,e,d,i,a,0,1
1930,fedor,2,3,f,e,d,o,r,0,0
1931,feias,3,2,f,e,i,a,s,0,2
1932,feios,3,2,f,e,i,o,s,0,2
1933,feira,3,2,f,e,i,r,a,0,1
1934,feita,3,2,f,e,i,t,a,0,1
1935,feito,3,2,f,e,i,t,o,0,1
1936,feixe,3,2,f,e,i,x,e,0,1
1937,felix,2,3,f,e,l,i,x,0,0
1938,feliz,2,3,f,e,l,i,z,0,0
1939,femea,3,2,f,e,m,e,a,0,1
1940,femur,2,3,f,e,m,u,r,0,0
1941,fenda,2,3,f,e,n,d,a,0,0
1942,fende,2,3,f,e,n,d,e,0,0
1943,fendi,2,3,f,e,n,d,i,0,0
1944,fendo,2,3,f,e,n,d,o,0,0
1945,feras,2,3,f,e,r,a,s,0,0
1946,feraz,2,3,f,e,r,a,z,0,0
1947,ferem,2,3,f,e,r,e,m,0,0
1948,feres,2,3,f,e,r,e,s,0,0
1949,feria,3,2,f,e,r,i,a,0,1
1950,ferir,2,3,f,e,r,i,r,0,0
1951,feris,2,3,f,e,r,i,s,0,0
1952,feriu,3,2,f,e,r,i,u,0,1
1953,feroz,2,3,f,e,r,o,z,0,0
1954,ferra,2,3,f,e,r,r,a,1,0
1955,ferre,2,3,f,e,r,r,e,1,0
1956,ferro,2,3,f,e,r,r,o,1,0
1957,ferva,2,3,f,e,r,v,a,0,0
1958,ferve,2,3,f,e,r,v,e,0,0
1959,fervi,2,3,f,e,r,v,i,0,0
1960,fervo,2,3,f,e,r,v,o,0,0
1961,festa,2,3,f,e,s,t,a,0,0
1962,fetal,2,3,f,e,t,a,l,0,0
1963,fetos,2,3,f,e,t,o,s,0,0
1964,feudo,3,2,f,e,u,d,o,0,1
1965,fezes,2,3,f,e,z,e,s,0,0
1966,fiado,3,2,f,i,a,d,o,0,1
1967,fiais,3,2,f,i,a,i,s,0,2
1968,fiamo,3,2,f,i,a,m,o,0,1
1969,fiapo,3,2,f,i,a,p,o,0,1
1970,fiara,3,2,f,i,a,r,a,0,1
1971,fiava,3,2,f,i,a,v,a,0,1
1972,fibra,2,3,f,i,b,r,a,0,0
1973,ficai,3,2,f,i,c,a,i,0,1
1974,ficam,2,3,f,i,c,a,m,0,0
1975,ficar,2,3,f,i,c,a,r,0,0
1976,ficas,2,3,f,i,c,a,s,0,0
1977,ficha,2,3,f,i,c,h,a,1,0
1978,fiche,2,3,f,i,c,h,e,1,0
1979,ficho,2,3,f,i,c,h,o,1,0
1980,ficou,3,2,f,i,c,o,u,0,1
1981,fieis,3,2,f,i,e,i,s,0,2
1982,fiemo,3,2,f,i,e,m,o,0,1
1983,figas,2,3,f,i,g,a,s,0,0
1984,figos,2,3,f,i,g,o,s,0,0
1985,filai,3,2,f,i,l,a,i,0,1
1986,filam,2,3,f,i,l,a,m,0,0
1987,filao,3,2,f,i,l,a,o,0,0
1988,filar,2,3,f,i,l,a,r,0,0
1989,filas,2,3,f,i,l,a,s,0,0
1990,filei,3,2,f,i,l,e,i,0,1
1991,filem,2,3,f,i,l,e,m,0,0
1992,files,2,3,f,i,l,e,s,0,0
1993,filha,2,3,f,i,l,h,a,1,0
1994,filho,2,3,f,i,l,h,o,1,0
1995,filho,2,3,f,i,l,h,o,1,0
1996,filia,3,2,f,i,l,i,a,0,1
1997,filie,3,2,f,i,l,i,e,0,1
1998,filio,3,2,f,i,l,i,o,0,1
1999,filma,2,3,f,i,l,m,a,0,0
2000,filme,2,3,f,i,l,m,e,0,0
2001,filmo,2,3,f,i,l,m,o,0,0
2002,filou,3,2,f,i,l,o,u,0,1
2003,final,2,3,f,i,n,a,l,0,0
2004,finas,2,3,f,i,n,a,s,0,0
2005,finca,2,3,f,i,n,c,a,0,0
2006,finco,2,3,f,i,n,c,o,0,0
2007,finda,2,3,f,i,n,d,a,0,0
2008,finde,2,3,f,i,n,d,e,0,0
2009,findo,2,3,f,i,n,d,o,0,0
2010,finge,2,3,f,i,n,g,e,0,0
2011,fingi,2,3,f,i,n,g,i,0,0
2012,finja,2,3,f,i,n,j,a,0,0
2013,finjo,2,3,f,i,n,j,o,0,0
2014,finos,2,3,f,i,n,o,s,0,0
2015,finta,2,3,f,i,n,t,a,0,0
2016,finte,2,3,f,i,n,t,e,0,0
2017,finto,2,3,f,i,n,t,o,0,0
2018,fique,3,2,f,i,q,u,e,1,1
2019,firam,2,3,f,i,r,a,m,0,0
2020,firas,2,3,f,i,r,a,s,0,0
2021,firma,2,3,f,i,r,m,a,0,0
2022,firme,2,3,f,i,r,m,e,0,0
2023,firmo,2,3,f,i,r,m,o,0,0
2024,fisco,2,3,f,i,s,c,o,1,0
2025,fisga,2,3,f,i,s,g,a,0,0
2026,fisgo,2,3,f,i,s,g,o,0,0
2027,fitai,3,2,f,i,t,a,i,0,1
2028,fitam,2,3,f,i,t,a,m,0,0
2029,fitar,2,3,f,i,t,a,r,0,0
2030,fitas,2,3,f,i,t,a,s,0,0
2031,fitei,3,2,f,i,t,e,i,0,1
2032,fitem,2,3,f,i,t,e,m,0,0
2033,fites,2,3,f,i,t,e,s,0,0
2034,fitou,3,2,f,i,t,o,u,0,1
2035,fixai,3,2,f,i,x,a,i,0,1
2036,fixam,2,3,f,i,x,a,m,0,0
2037,fixar,2,3,f,i,x,a,r,0,0
2038,fixas,2,3,f,i,x,a,s,0,0
2039,fixei,3,2,f,i,x,e,i,0,1
2040,fixem,2,3,f,i,x,e,m,0,0
2041,fixes,2,3,f,i,x,e,s,0,0
2042,fixos,2,3,f,i,x,o,s,0,0
2043,fixou,3,2,f,i,x,o,u,0,1
2044,fizer,2,3,f,i,z,e,r,0,0
2045,flavo,2,3,f,l,a,v,o,0,0
2046,floco,2,3,f,l,o,c,o,0,0
2047,flora,2,3,f,l,o,r,a,0,0
2048,flori,2,3,f,l,o,r,i,0,0
2049,fluam,2,3,f,l,u,a,m,0,1
2050,fluas,2,3,f,l,u,a,s,0,1
2051,fluem,2,3,f,l,u,e,m,0,1
2052,fluia,3,2,f,l,u,i,a,0,2
2053,fluir,2,3,f,l,u,i,r,0,1
2054,fluis,2,3,f,l,u,i,s,0,1
2055,fluiu,3,2,f,l,u,i,u,0,2
2056,fluxo,2,3,f,l,u,x,o,0,0
2057,fobia,3,2,f,o,b,i,a,0,1
2058,focai,3,2,f,o,c,a,i,0,1
2059,focam,2,3,f,o,c,a,m,0,0
2060,focar,2,3,f,o,c,a,r,0,0
2061,focas,2,3,f,o,c,a,s,0,0
2062,focos,2,3,f,o,c,o,s,0,0
2063,focou,3,2,f,o,c,o,u,0,1
2064,fofas,2,3,f,o,f,a,s,0,0
2065,fofos,2,3,f,o,f,o,s,0,0
2066,fogao,3,2,f,o,g,a,o,0,0
2067,fogem,2,3,f,o,g,e,m,0,0
2068,foges,2,3,f,o,g,e,s,0,0
2069,fogos,2,3,f,o,g,o,s,0,0
2070,foice,3,2,f,o,i,c,e,0,1
2071,foles,2,3,f,o,l,e,s,0,0
2072,folga,2,3,f,o,l,g,a,0,0
2073,folgo,2,3,f,o,l,g,o,0,0
2074,folha,2,3,f,o,l,h,a,1,0
2075,folia,3,2,f,o,l,i,a,0,1
2076,fomes,2,3,f,o,m,e,s,0,0
2077,fomos,2,3,f,o,m,o,s,0,0
2078,fones,2,3,f,o,n,e,s,0,0
2079,fonte,2,3,f,o,n,t,e,0,0
2080,foque,3,2,f,o,q,u,e,1,1
2081,foram,2,3,f,o,r,a,m,0,0
2082,foras,2,3,f,o,r,a,s,0,0
2083,forca,2,3,f,o,r,c,a,0,0
2084,force,2,3,f,o,r,c,e,0,0
2085,forco,2,3,f,o,r,c,o,0,0
2086,forem,2,3,f,o,r,e,m,0,0
2087,fores,2,3,f,o,r,e,s,0,0
2088,forja,2,3,f,o,r,j,a,0,0
2089,forje,2,3,f,o,r,j,e,0,0
2090,forjo,2,3,f,o,r,j,o,0,0
2091,forma,2,3,f,o,r,m,a,0,0
2092,forme,2,3,f,o,r,m,e,0,0
2093,formo,2,3,f,o,r,m,o,0,0
2094,forno,2,3,f,o,r,n,o,0,0
2095,foros,2,3,f,o,r,o,s,0,0
2096,forra,2,3,f,o,r,r,a,1,0
2097,forre,2,3,f,o,r,r,e,1,0
2098,forro,2,3,f,o,r,r,o,1,0
2099,forte,2,3,f,o,r,t,e,0,0
2100,forum,2,3,f,o,r,u,m,0,0
2101,fosca,2,3,f,o,s,c,a,1,0
2102,fosco,2,3,f,o,s,c,o,1,0
2103,fossa,2,3,f,o,s,s,a,1,0
2104,fosse,2,3,f,o,s,s,e,1,0
2105,fosso,2,3,f,o,s,s,o,1,0
2106,foste,2,3,f,o,s,t,e,0,0
2107,fotos,2,3,f,o,t,o,s,0,0
2108,fraca,2,3,f,r,a,c,a,0,0
2109,fraco,2,3,f,r,a,c,o,0,0
2110,frade,2,3,f,r,a,d,e,0,0
2111,fraga,2,3,f,r,a,g,a,0,0
2112,frase,2,3,f,r,a,s,e,0,0
2113,freai,3,2,f,r,e,a,i,0,2
2114,frear,2,3,f,r,e,a,r,0,1
2115,freei,3,2,f,r,e,e,i,0,1
2116,freia,3,2,f,r,e,i,a,0,2
2117,freie,3,2,f,r,e,i,e,0,2
2118,freio,3,2,f,r,e,i,o,0,2
2119,freme,2,3,f,r,e,m,e,0,0
2120,fremi,2,3,f,r,e,m,i,0,0
2121,freou,3,2,f,r,e,o,u,0,1
2122,fresa,2,3,f,r,e,s,a,0,0
2123,frese,2,3,f,r,e,s,e,0,0
2124,freso,2,3,f,r,e,s,o,0,0
2125,freta,2,3,f,r,e,t,a,0,0
2126,frete,2,3,f,r,e,t,e,0,0
2127,freto,2,3,f,r,e,t,o,0,0
2128,frevo,2,3,f,r,e,v,o,0,0
2129,frias,2,3,f,r,i,a,s,0,1
2130,frige,2,3,f,r,i,g,e,0,0
2131,frigi,2,3,f,r,i,g,i,0,0
2132,frija,2,3,f,r,i,j,a,0,0
2133,frijo,2,3,f,r,i,j,o,0,0
2134,frios,2,3,f,r,i,o,s,0,1
2135,frisa,2,3,f,r,i,s,a,0,0
2136,frise,2,3,f,r,i,s,e,0,0
2137,friso,2,3,f,r,i,s,o,0,0
2138,frita,2,3,f,r,i,t,a,0,0
2139,frite,2,3,f,r,i,t,e,0,0
2140,frito,2,3,f,r,i,t,o,0,0
2141,frota,2,3,f,r,o,t,a,0,0
2142,fruam,2,3,f,r,u,a,m,0,1
2143,fruas,2,3,f,r,u,a,s,0,1
2144,fruem,2,3,f,r,u,e,m,0,1
2145,fruia,3,2,f,r,u,i,a,0,2
2146,fruir,2,3,f,r,u,i,r,0,1
2147,fruis,2,3,f,r,u,i,s,0,1
2148,fruiu,3,2,f,r,u,i,u,0,2
2149,fruta,2,3,f,r,u,t,a,0,0
2150,fruto,2,3,f,r,u,t,o,0,0
2151,fucai,3,2,f,u,c,a,i,0,1
2152,fucam,2,3,f,u,c,a,m,0,0
2153,fucar,2,3,f,u,c,a,r,0,0
2154,fucas,2,3,f,u,c,a,s,0,0
2155,fucei,3,2,f,u,c,e,i,0,1
2156,fucem,2,3,f,u,c,e,m,0,0
2157,fuces,2,3,f,u,c,e,s,0,0
2158,fucou,3,2,f,u,c,o,u,0,1
2159,fugas,2,3,f,u,g,a,s,0,0
2160,fugaz,2,3,f,u,g,a,z,0,0
2161,fugia,3,2,f,u,g,i,a,0,1
2162,fugir,2,3,f,u,g,i,r,0,0
2163,fugis,2,3,f,u,g,i,s,0,0
2164,fugiu,3,2,f,u,g,i,u,0,1
2165,fujam,2,3,f,u,j,a,m,0,0
2166,fujao,3,2,f,u,j,a,o,0,0
2167,fujas,2,3,f,u,j,a,s,0,0
2168,fujem,2,3,f,u,j,e,m,0,0
2169,fujes,2,3,f,u,j,e,s,0,0
2170,fujia,3,2,f,u,j,i,a,0,1
2171,fujir,2,3,f,u,j,i,r,0,0
2172,fujis,2,3,f,u,j,i,s,0,0
2173,fujiu,3,2,f,u,j,i,u,0,1
2174,fulge,2,3,f,u,l,g,e,0,0
2175,fulgi,2,3,f,u,l,g,i,0,0
2176,fumai,3,2,f,u,m,a,i,0,1
2177,fumam,2,3,f,u,m,a,m,0,0
2178,fumar,2,3,f,u,m,a,r,0,0
2179,fumas,2,3,f,u,m,a,s,0,0
2180,fumei,3,2,f,u,m,e,i,0,1
2181,fumem,2,3,f,u,m,e,m,0,0
2182,fumes,2,3,f,u,m,e,s,0,0
2183,fumou,3,2,f,u,m,o,u,0,1
2184,funda,2,3,f,u,n,d,a,0,0
2185,funde,2,3,f,u,n,d,e,0,0
2186,fundi,2,3,f,u,n,d,i,0,0
2187,fundo,2,3,f,u,n,d,o,0,0
2188,funga,2,3,f,u,n,g,a,0,0
2189,fungo,2,3,f,u,n,g,o,0,0
2190,funil,2,3,f,u,n,i,l,0,0
2191,funis,2,3,f,u,n,i,s,0,0
2192,furai,3,2,f,u,r,a,i,0,1
2193,furam,2,3,f,u,r,a,m,0,0
2194,furao,3,2,f,u,r,a,o,0,0
2195,furar,2,3,f,u,r,a,r,0,0
2196,furas,2,3,f,u,r,a,s,0,0
2197,furei,3,2,f,u,r,e,i,0,1
2198,furem,2,3,f,u,r,e,m,0,0
2199,fures,2,3,f,u,r,e,s,0,0
2200,furia,3,2,f,u,r,i,a,0,1
2201,furna,2,3,f,u,r,n,a,0,0
2202,furor,2,3,f,u,r,o,r,0,0
2203,furos,2,3,f,u,r,o,s,0,0
2204,furou,3,2,f,u,r,o,u,0,1
2205,furta,2,3,f,u,r,t,a,0,0
