,word,qt_vogais,qt_consoantes,1,2,3,4,5,fl_digrafo,fl_encontro_vogais
2206,furte,2,3,f,u,r,t,e,0,0
2207,furto,2,3,f,u,r,t,o,0,0
2208,fusao,3,2,f,u,s,a,o,0,0
2209,fusco,2,3,f,u,s,c,o,1,0
2210,fusos,2,3,f,u,s,o,s,0,0
2211,futil,2,3,f,u,t,i,l,0,0
2212,fuzil,2,3,f,u,z,i,l,0,0
2213,fuzis,2,3,f,u,z,i,s,0,0
2214,gabai,3,2,g,a,b,a,i,0,1
2215,gabam,2,3,g,a,b,a,m,0,0
2216,gabar,2,3,g,a,b,a,r,0,0
2217,gabas,2,3,g,a,b,a,s,0,0
2218,gabei,3,2,g,a,b,e,i,0,1
2219,gabem,2,3,g,a,b,e,m,0,0
2220,gabes,2,3,g,a,b,e,s,0,0
2221,gabou,3,2,g,a,b,o,u,0,1
2222,gados,2,3,g,a,d,o,s,0,0
2223,gagas,2,3,g,a,g,a,s,0,0
2224,gagos,2,3,g,a,g,o,s,0,0
2225,gaita,3,2,g,a,i,t,a,0,1
2226,gajas,2,3,g,a,j,a,s,0,0
2227,gajos,2,3,g,a,j,o,s,0,0
2228,galao,3,2,g,a,l,a,o,0,0
2229,galas,2,3,g,a,l,a,s,0,0
2230,gales,2,3,g,a,l,e,s,0,0
2231,galga,2,3,g,a,l,g,a,0,0
2232,galgo,2,3,g,a,l,g,o,0,0
2233,galho,2,3,g,a,l,h,o,1,0
2234,galia,3,2,g,a,l,i,a,0,1
2235,galos,2,3,g,a,l,o,s,0,0
2236,gamao,3,2,g,a,m,a,o,0,0
2237,gamba,2,3,g,a,m,b,a,0,0
2238,gamos,2,3,g,a,m,o,s,0,0
2239,ganem,2,3,g,a,n,e,m,0,0
2240,ganes,2,3,g,a,n,e,s,0,0
2241,ganha,2,3,g,a,n,h,a,1,0
2242,ganhe,2,3,g,a,n,h,e,1,0
2243,ganho,2,3,g,a,n,h,o,1,0
2244,gania,3,2,g,a,n,i,a,0,1
2245,ganir,2,3,g,a,n,i,r,0,0
2246,ganis,2,3,g,a,n,i,s,0,0
2247,ganiu,3,2,g,a,n,i,u,0,1
2248,ganso,2,3,g,a,n,s,o,0,0
2249,garbo,2,3,g,a,r,b,o,0,0
2250,garca,2,3,g,a,r,c,a,0,0
2251,garfa,2,3,g,a,r,f,a,0,0
2252,garfe,2,3,g,a,r,f,e,0,0
2253,garfo,2,3,g,a,r,f,o,0,0
2254,garis,2,3,g,a,r,i,s,0,0
2255,garoa,3,2,g,a,r,o,a,0,1
2256,garoe,3,2,g,a,r,o,e,0,1
2257,garoo,3,2,g,a,r,o,o,0,0
2258,garra,2,3,g,a,r,r,a,1,0
2259,gases,2,3,g,a,s,e,s,0,0
2260,gasta,2,3,g,a,s,t,a,0,0
2261,gaste,2,3,g,a,s,t,e,0,0
2262,gasto,2,3,g,a,s,t,o,0,0
2263,gatas,2,3,g,a,t,a,s,0,0
2264,gatos,2,3,g,a,t,o,s,0,0
2265,gauss,2,3,g,a,u,s,s,1,1
2266,gazua,3,2,g,a,z,u,a,0,1
2267,geada,3,2,g,e,a,d,a,0,1
2268,geado,3,2,g,e,a,d,o,0,1
2269,geais,3,2,g,e,a,i,s,0,2
2270,geamo,3,2,g,e,a,m,o,0,1
2271,geara,3,2,g,e,a,r,a,0,1
2272,geava,3,2,g,e,a,v,a,0,1
2273,geeis,3,2,g,e,e,i,s,0,1
2274,geemo,3,2,g,e,e,m,o,0,0
2275,geiam,3,2,g,e,i,a,m,0,2
2276,geias,3,2,g,e,i,a,s,0,2
2277,geiem,3,2,g,e,i,e,m,0,2
2278,geies,3,2,g,e,i,e,s,0,2
2279,gelai,3,2,g,e,l,a,i,0,1
2280,gelam,2,3,g,e,l,a,m,0,0
2281,gelar,2,3,g,e,l,a,r,0,0
2282,gelas,2,3,g,e,l,a,s,0,0
2283,gelei,3,2,g,e,l,e,i,0,1
2284,gelem,2,3,g,e,l,e,m,0,0
2285,geles,2,3,g,e,l,e,s,0,0
2286,gelos,2,3,g,e,l,o,s,0,0
2287,gelou,3,2,g,e,l,o,u,0,1
2288,gemam,2,3,g,e,m,a,m,0,0
2289,gemas,2,3,g,e,m,a,s,0,0
2290,gemea,3,2,g,e,m,e,a,0,1
2291,gemei,3,2,g,e,m,e,i,0,1
2292,gemem,2,3,g,e,m,e,m,0,0
2293,gemeo,3,2,g,e,m,e,o,0,0
2294,gemer,2,3,g,e,m,e,r,0,0
2295,gemes,2,3,g,e,m,e,s,0,0
2296,gemeu,3,2,g,e,m,e,u,0,1
2297,gemia,3,2,g,e,m,i,a,0,1
2298,genes,2,3,g,e,n,e,s,0,0
2299,genio,3,2,g,e,n,i,o,0,1
2300,genro,2,3,g,e,n,r,o,0,0
2301,gente,2,3,g,e,n,t,e,0,0
2302,gerai,3,2,g,e,r,a,i,0,1
2303,geral,2,3,g,e,r,a,l,0,0
2304,geram,2,3,g,e,r,a,m,0,0
2305,gerar,2,3,g,e,r,a,r,0,0
2306,geras,2,3,g,e,r,a,s,0,0
2307,gerei,3,2,g,e,r,e,i,0,1
2308,gerem,2,3,g,e,r,e,m,0,0
2309,geres,2,3,g,e,r,e,s,0,0
2310,geria,3,2,g,e,r,i,a,0,1
2311,gerir,2,3,g,e,r,i,r,0,0
2312,geris,2,3,g,e,r,i,s,0,0
2313,geriu,3,2,g,e,r,i,u,0,1
2314,germe,2,3,g,e,r,m,e,0,0
2315,gerou,3,2,g,e,r,o,u,0,1
2316,gesso,2,3,g,e,s,s,o,1,0
2317,gesta,2,3,g,e,s,t,a,0,0
2318,gesto,2,3,g,e,s,t,o,0,0
2319,gibao,3,2,g,i,b,a,o,0,0
2320,ginga,2,3,g,i,n,g,a,0,0
2321,gingo,2,3,g,i,n,g,o,0,0
2322,girai,3,2,g,i,r,a,i,0,1
2323,giram,2,3,g,i,r,a,m,0,0
2324,girar,2,3,g,i,r,a,r,0,0
2325,giras,2,3,g,i,r,a,s,0,0
2326,girei,3,2,g,i,r,e,i,0,1
2327,girem,2,3,g,i,r,e,m,0,0
2328,gires,2,3,g,i,r,e,s,0,0
2329,giria,3,2,g,i,r,i,a,0,1
2330,giros,2,3,g,i,r,o,s,0,0
2331,girou,3,2,g,i,r,o,u,0,1
2332,gleba,2,3,g,l,e,b,a,0,0
2333,globo,2,3,g,l,o,b,o,0,0
2334,glosa,2,3,g,l,o,s,a,0,0
2335,glose,2,3,g,l,o,s,e,0,0
2336,gloso,2,3,g,l,o,s,o,0,0
2337,gnomo,2,3,g,n,o,m,o,0,0
2338,godos,2,3,g,o,d,o,s,0,0
2339,goela,3,2,g,o,e,l,a,0,1
2340,goias,3,2,g,o,i,a,s,0,2
2341,goias,3,2,g,o,i,a,s,0,2
2342,golas,2,3,g,o,l,a,s,0,0
2343,golea,3,2,g,o,l,e,a,0,1
2344,goles,2,3,g,o,l,e,s,0,0
2345,golfo,2,3,g,o,l,f,o,0,0
2346,golfo,2,3,g,o,l,f,o,0,0
2347,golpe,2,3,g,o,l,p,e,0,0
2348,gomas,2,3,g,o,m,a,s,0,0
2349,gomes,2,3,g,o,m,e,s,0,0
2350,gomos,2,3,g,o,m,o,s,0,0
2351,gongo,2,3,g,o,n,g,o,0,0
2352,gonzo,2,3,g,o,n,z,o,0,0
2353,gorai,3,2,g,o,r,a,i,0,1
2354,goram,2,3,g,o,r,a,m,0,0
2355,gorar,2,3,g,o,r,a,r,0,0
2356,goras,2,3,g,o,r,a,s,0,0
2357,gorda,2,3,g,o,r,d,a,0,0
2358,gordo,2,3,g,o,r,d,o,0,0
2359,gorei,3,2,g,o,r,e,i,0,1
2360,gorem,2,3,g,o,r,e,m,0,0
2361,gores,2,3,g,o,r,e,s,0,0
2362,gorou,3,2,g,o,r,o,u,0,1
2363,gorro,2,3,g,o,r,r,o,1,0
2364,gosma,2,3,g,o,s,m,a,0,0
2365,gosta,2,3,g,o,s,t,a,0,0
2366,goste,2,3,g,o,s,t,e,0,0
2367,gosto,2,3,g,o,s,t,o,0,0
2368,gotas,2,3,g,o,t,a,s,0,0
2369,gozai,3,2,g,o,z,a,i,0,1
2370,gozam,2,3,g,o,z,a,m,0,0
2371,gozar,2,3,g,o,z,a,r,0,0
2372,gozas,2,3,g,o,z,a,s,0,0
2373,gozei,3,2,g,o,z,e,i,0,1
2374,gozem,2,3,g,o,z,e,m,0,0
2375,gozes,2,3,g,o,z,e,s,0,0
2376,gozos,2,3,g,o,z,o,s,0,0
2377,gozou,3,2,g,o,z,o,u,0,1
2378,graca,2,3,g,r,a,c,a,0,0
2379,grade,2,3,g,r,a,d,e,0,0
2380,grafa,2,3,g,r,a,f,a,0,0
2381,grafe,2,3,g,r,a,f,e,0,0
2382,grafo,2,3,g,r,a,f,o,0,0
2383,grama,2,3,g,r,a,m,a,0,0
2384,grana,2,3,g,r,a,n,a,0,0
2385,graos,2,3,g,r,a,o,s,0,0
2386,grata,2,3,g,r,a,t,a,0,0
2387,grato,2,3,g,r,a,t,o,0,0
2388,graus,2,3,g,r,a,u,s,0,1
2389,grava,2,3,g,r,a,v,a,0,0
2390,grave,2,3,g,r,a,v,e,0,0
2391,gravo,2,3,g,r,a,v,o,0,0
2392,graxa,2,3,g,r,a,x,a,0,0
2393,graxo,2,3,g,r,a,x,o,0,0
2394,grega,2,3,g,r,e,g,a,0,0
2395,grego,2,3,g,r,e,g,o,0,0
2396,greve,2,3,g,r,e,v,e,0,0
2397,grifa,2,3,g,r,i,f,a,0,0
2398,grife,2,3,g,r,i,f,e,0,0
2399,grifo,2,3,g,r,i,f,o,0,0
2400,grila,2,3,g,r,i,l,a,0,0
2401,grile,2,3,g,r,i,l,e,0,0
2402,grilo,2,3,g,r,i,l,o,0,0
2403,gripe,2,3,g,r,i,p,e,0,0
2404,grita,2,3,g,r,i,t,a,0,0
2405,grite,2,3,g,r,i,t,e,0,0
2406,grito,2,3,g,r,i,t,o,0,0
2407,gruda,2,3,g,r,u,d,a,0,0
2408,grude,2,3,g,r,u,d,e,0,0
2409,grudo,2,3,g,r,u,d,o,0,0
2410,grupo,2,3,g,r,u,p,o,0,0
2411,gruta,2,3,g,r,u,t,a,0,0
2412,gueto,3,2,g,u,e,t,o,1,1
2413,guiai,4,1,g,u,i,a,i,1,3
2414,guiam,3,2,g,u,i,a,m,1,2
2415,guiar,3,2,g,u,i,a,r,1,2
2416,guias,3,2,g,u,i,a,s,1,2
2417,guiei,4,1,g,u,i,e,i,1,3
2418,guiem,3,2,g,u,i,e,m,1,2
2419,guies,3,2,g,u,i,e,s,1,2
2420,guiou,4,1,g,u,i,o,u,1,3
2421,guisa,3,2,g,u,i,s,a,1,1
2422,guizo,3,2,g,u,i,z,o,1,1
2423,gumes,2,3,g,u,m,e,s,1,0
2424,guria,3,2,g,u,r,i,a,1,1
2425,guris,2,3,g,u,r,i,s,1,0
2426,habil,2,3,h,a,b,i,l,0,0
2427,hajam,2,3,h,a,j,a,m,0,0
2428,hajas,2,3,h,a,j,a,s,0,0
2429,halos,2,3,h,a,l,o,s,0,0
2430,haras,2,3,h,a,r,a,s,0,0
2431,harem,2,3,h,a,r,e,m,0,0
2432,harpa,2,3,h,a,r,p,a,0,0
2433,haste,2,3,h,a,s,t,e,0,0
2434,haure,3,2,h,a,u,r,e,0,1
2435,hauri,3,2,h,a,u,r,i,0,1
2436,havei,3,2,h,a,v,e,i,0,1
2437,haver,2,3,h,a,v,e,r,0,0
2438,havia,3,2,h,a,v,i,a,0,1
2439,hegel,2,3,h,e,g,e,l,0,0
2440,helio,3,2,h,e,l,i,o,0,1
2441,heras,2,3,h,e,r,a,s,0,0
2442,herda,2,3,h,e,r,d,a,0,0
2443,herde,2,3,h,e,r,d,e,0,0
2444,herdo,2,3,h,e,r,d,o,0,0
2445,heroi,3,2,h,e,r,o,i,0,1
2446,hiato,3,2,h,i,a,t,o,0,1
2447,hiena,3,2,h,i,e,n,a,0,1
2448,hifen,2,3,h,i,f,e,n,0,0
2449,himen,2,3,h,i,m,e,n,0,0
2450,hindu,2,3,h,i,n,d,u,0,0
2451,hinos,2,3,h,i,n,o,s,0,0
2452,homem,2,3,h,o,m,e,m,0,0
2453,honra,2,3,h,o,n,r,a,0,0
2454,honre,2,3,h,o,n,r,e,0,0
2455,honro,2,3,h,o,n,r,o,0,0
2456,horas,2,3,h,o,r,a,s,0,0
2457,horda,2,3,h,o,r,d,a,0,0
2458,horta,2,3,h,o,r,t,a,0,0
2459,horto,2,3,h,o,r,t,o,0,0
2460,hotel,2,3,h,o,t,e,l,0,0
2461,houve,3,2,h,o,u,v,e,0,1
2462,hulha,2,3,h,u,l,h,a,1,0
2463,humor,2,3,h,u,m,o,r,0,0
2464,humus,2,3,h,u,m,u,s,0,0
2465,hunos,2,3,h,u,n,o,s,0,0
2466,hurra,2,3,h,u,r,r,a,1,0
2467,iamos,3,2,i,a,m,o,s,0,1
2468,iates,3,2,i,a,t,e,s,0,1
2469,ibero,3,2,i,b,e,r,o,0,0
2470,icada,3,2,i,c,a,d,a,0,0
2471,icado,3,2,i,c,a,d,o,0,0
2472,icais,3,2,i,c,a,i,s,0,1
2473,icamo,3,2,i,c,a,m,o,0,0
2474,icara,3,2,i,c,a,r,a,0,0
2475,icava,3,2,i,c,a,v,a,0,0
2476,iceis,3,2,i,c,e,i,s,0,1
2477,icemo,3,2,i,c,e,m,o,0,0
2478,icone,3,2,i,c,o,n,e,0,0
2479,idade,3,2,i,d,a,d,e,0,0
2480,ideal,3,2,i,d,e,a,l,0,1
2481,ideia,4,1,i,d,e,i,a,0,2
2482,idolo,3,2,i,d,o,l,o,0,0
2483,idosa,3,2,i,d,o,s,a,0,0
2484,idoso,3,2,i,d,o,s,o,0,0
2485,ienes,3,2,i,e,n,e,s,0,1
2486,igapo,3,2,i,g,a,p,o,0,0
2487,ignea,3,2,i,g,n,e,a,0,1
2488,igneo,3,2,i,g,n,e,o,0,0
2489,igual,3,2,i,g,u,a,l,1,1
2490,ilesa,3,2,i,l,e,s,a,0,0
2491,ileso,3,2,i,l,e,s,o,0,0
2492,ilhai,3,2,i,l,h,a,i,1,1
2493,ilham,2,3,i,l,h,a,m,1,0
2494,ilhar,2,3,i,l,h,a,r,1,0
2495,ilhas,2,3,i,l,h,a,s,1,0
2496,ilhei,3,2,i,l,h,e,i,1,1
2497,ilhem,2,3,i,l,h,e,m,1,0
2498,ilhes,2,3,i,l,h,e,s,1,0
2499,ilhou,3,2,i,l,h,o,u,1,1
2500,iluda,3,2,i,l,u,d,a,0,0
2501,ilude,3,2,i,l,u,d,e,0,0
2502,iludi,3,2,i,l,u,d,i,0,0
2503,iludo,3,2,i,l,u,d,o,0,0
2504,imita,3,2,i,m,i,t,a,0,0
2505,imite,3,2,i,m,i,t,e,0,0
2506,imito,3,2,i,m,i,t,o,0,0
2507,imola,3,2,i,m,o,l,a,0,0
2508,imole,3,2,i,m,o,l,e,0,0
2509,imolo,3,2,i,m,o,l,o,0,0
2510,impar,2,3,i,m,p,a,r,0,0
2511,impia,3,2,i,m,p,i,a,0,1
2512,impio,3,2,i,m,p,i,o,0,1
2513,impoe,3,2,i,m,p,o,e,0,1
2514,impor,2,3,i,m,p,o,r,0,0
2515,impos,2,3,i,m,p,o,s,0,0
2516,impus,2,3,i,m,p,u,s,0,0
2517,imune,3,2,i,m,u,n,e,0,0
2518,inala,3,2,i,n,a,l,a,0,0
2519,inale,3,2,i,n,a,l,e,0,0
2520,inalo,3,2,i,n,a,l,o,0,0
2521,inata,3,2,i,n,a,t,a,0,0
2522,inato,3,2,i,n,a,t,o,0,0
2523,incas,2,3,i,n,c,a,s,0,0
2524,incha,2,3,i,n,c,h,a,1,0
2525,inche,2,3,i,n,c,h,e,1,0
2526,incho,2,3,i,n,c,h,o,1,0
2527,incoa,3,2,i,n,c,o,a,0,1
2528,incoe,3,2,i,n,c,o,e,0,1
2529,incoo,3,2,i,n,c,o,o,0,0
2530,india,3,2,i,n,d,i,a,0,1
2531,india,3,2,i,n,d,i,a,0,1
2532,indio,3,2,i,n,d,i,o,0,1
2533,induz,2,3,i,n,d,u,z,0,0
2534,infla,2,3,i,n,f,l,a,0,0
2535,infle,2,3,i,n,f,l,e,0,0
2536,inflo,2,3,i,n,f,l,o,0,0
2537,infra,2,3,i,n,f,r,a,0,0
2538,iniba,3,2,i,n,i,b,a,0,0
2539,inibe,3,2,i,n,i,b,e,0,0
2540,inibi,3,2,i,n,i,b,i,0,0
2541,inibo,3,2,i,n,i,b,o,0,0
2542,inova,3,2,i,n,o,v,a,0,0
2543,inove,3,2,i,n,o,v,e,0,0
2544,inovo,3,2,i,n,o,v,o,0,0
2545,insta,2,3,i,n,s,t,a,0,0
2546,inste,2,3,i,n,s,t,e,0,0
2547,insto,2,3,i,n,s,t,o,0,0
2548,intel,2,3,i,n,t,e,l,0,0
2549,inter,2,3,i,n,t,e,r,0,0
2550,intua,3,2,i,n,t,u,a,0,1
2551,intui,3,2,i,n,t,u,i,0,1
2552,intuo,3,2,i,n,t,u,o,0,1
2553,inves,2,3,i,n,v,e,s,0,0
2554,irada,3,2,i,r,a,d,a,0,0
2555,irado,3,2,i,r,a,d,o,0,0
2556,irdes,2,3,i,r,d,e,s,0,0
2557,ireis,3,2,i,r,e,i,s,0,1
2558,iremo,3,2,i,r,e,m,o,0,0
2559,iriam,3,2,i,r,i,a,m,0,1
2560,irias,3,2,i,r,i,a,s,0,1
2561,irmao,3,2,i,r,m,a,o,0,0
2562,irmas,2,3,i,r,m,a,s,0,0
2563,irmos,2,3,i,r,m,o,s,0,0
2564,iscas,2,3,i,s,c,a,s,1,0
2565,isola,3,2,i,s,o,l,a,0,0
2566,isole,3,2,i,s,o,l,e,0,0
2567,isolo,3,2,i,s,o,l,o,0,0
2568,istmo,2,3,i,s,t,m,o,0,0
2569,italo,3,2,i,t,a,l,o,0,0
2570,itens,2,3,i,t,e,n,s,0,0
2571,itera,3,2,i,t,e,r,a,0,0
2572,itere,3,2,i,t,e,r,e,0,0
2573,itero,3,2,i,t,e,r,o,0,0
2574,jacas,2,3,j,a,c,a,s,0,0
2575,jaime,3,2,j,a,i,m,e,0,1
2576,janta,2,3,j,a,n,t,a,0,0
2577,jante,2,3,j,a,n,t,e,0,0
2578,janto,2,3,j,a,n,t,o,0,0
2579,japao,3,2,j,a,p,a,o,0,0
2580,japao,3,2,j,a,p,a,o,0,0
2581,jarda,2,3,j,a,r,d,a,0,0
2582,jarra,2,3,j,a,r,r,a,1,0
2583,jarro,2,3,j,a,r,r,o,1,0
2584,jatos,2,3,j,a,t,o,s,0,0
2585,jaula,3,2,j,a,u,l,a,0,1
2586,jazam,2,3,j,a,z,a,m,0,0
2587,jazas,2,3,j,a,z,a,s,0,0
2588,jazei,3,2,j,a,z,e,i,0,1
2589,jazem,2,3,j,a,z,e,m,0,0
2590,jazer,2,3,j,a,z,e,r,0,0
2591,jazes,2,3,j,a,z,e,s,0,0
2592,jazeu,3,2,j,a,z,e,u,0,1
2593,jazia,3,2,j,a,z,i,a,0,1
2594,jecas,2,3,j,e,c,a,s,0,0
2595,jegue,3,2,j,e,g,u,e,1,1
2596,jeito,3,2,j,e,i,t,o,0,1
2597,jejua,3,2,j,e,j,u,a,0,1
2598,jejue,3,2,j,e,j,u,e,0,1
2599,jejum,2,3,j,e,j,u,m,0,0
2600,jejuo,3,2,j,e,j,u,o,0,1
2601,jesus,2,3,j,e,s,u,s,0,0
2602,jesus,2,3,j,e,s,u,s,0,0
2603,jinga,2,3,j,i,n,g,a,0,0
2604,joana,3,2,j,o,a,n,a,0,1
2605,jobim,2,3,j,o,b,i,m,0,0
2606,jogai,3,2,j,o,g,a,i,0,1
2607,jogam,2,3,j,o,g,a,m,0,0
2608,jogar,2,3,j,o,g,a,r,0,0
2609,jogas,2,3,j,o,g,a,s,0,0
2610,jogos,2,3,j,o,g,o,s,0,0
2611,jogou,3,2,j,o,g,o,u,0,1
2612,jogue,3,2,j,o,g,u,e,1,1
2613,joias,3,2,j,o,i,a,s,0,2
2614,jorge,2,3,j,o,r,g,e,0,0
2615,jorge,2,3,j,o,r,g,e,0,0
2616,jorra,2,3,j,o,r,r,a,1,0
2617,jorre,2,3,j,o,r,r,e,1,0
2618,jorro,2,3,j,o,r,r,o,1,0
2619,jovem,2,3,j,o,v,e,m,0,0
2620,jubas,2,3,j,u,b,a,s,0,0
2621,judas,2,3,j,u,d,a,s,0,0
2622,judeu,3,2,j,u,d,e,u,0,1
2623,judia,3,2,j,u,d,i,a,0,1
2624,judie,3,2,j,u,d,i,e,0,1
2625,judio,3,2,j,u,d,i,o,0,1
2626,juiza,3,2,j,u,i,z,a,0,1
2627,juizo,3,2,j,u,i,z,o,0,1
2628,julga,2,3,j,u,l,g,a,0,0
2629,julgo,2,3,j,u,l,g,o,0,0
2630,julho,2,3,j,u,l,h,o,1,0
2631,junco,2,3,j,u,n,c,o,0,0
2632,junho,2,3,j,u,n,h,o,1,0
2633,junta,2,3,j,u,n,t,a,0,0
2634,junte,2,3,j,u,n,t,e,0,0
2635,junto,2,3,j,u,n,t,o,0,0
2636,jurai,3,2,j,u,r,a,i,0,1
2637,juram,2,3,j,u,r,a,m,0,0
2638,jurar,2,3,j,u,r,a,r,0,0
2639,juras,2,3,j,u,r,a,s,0,0
2640,jurei,3,2,j,u,r,e,i,0,1
2641,jurem,2,3,j,u,r,e,m,0,0
2642,jures,2,3,j,u,r,e,s,0,0
2643,juros,2,3,j,u,r,o,s,0,0
2644,jurou,3,2,j,u,r,o,u,0,1
2645,justa,2,3,j,u,s,t,a,0,0
2646,justo,2,3,j,u,s,t,o,0,0
2647,kazuo,3,2,k,a,z,u,o,0,1
2648,kioto,3,2,k,i,o,t,o,0,1
2649,klein,2,3,k,l,e,i,n,0,1
2650,labia,3,2,l,a,b,i,a,0,1
2651,labio,3,2,l,a,b,i,o,0,1
2652,labma,2,3,l,a,b,m,a,0,0
2653,labor,2,3,l,a,b,o,r,0,0
2654,lacai,3,2,l,a,c,a,i,0,1
2655,lacam,2,3,l,a,c,a,m,0,0
2656,lacar,2,3,l,a,c,a,r,0,0
2657,lacas,2,3,l,a,c,a,s,0,0
2658,lacei,3,2,l,a,c,e,i,0,1
2659,lacem,2,3,l,a,c,e,m,0,0
2660,laces,2,3,l,a,c,e,s,0,0
2661,lacio,3,2,l,a,c,i,o,0,1
2662,lacos,2,3,l,a,c,o,s,0,0
2663,lacou,3,2,l,a,c,o,u,0,1
2664,lacra,2,3,l,a,c,r,a,0,0
2665,lacre,2,3,l,a,c,r,e,0,0
2666,lacro,2,3,l,a,c,r,o,0,0
2667,lados,2,3,l,a,d,o,s,0,0
2668,ladra,2,3,l,a,d,r,a,0,0
2669,ladre,2,3,l,a,d,r,e,0,0
2670,ladro,2,3,l,a,d,r,o,0,0
2671,lagar,2,3,l,a,g,a,r,0,0
2672,lages,2,3,l,a,g,e,s,0,0
2673,lagoa,3,2,l,a,g,o,a,0,1
2674,lagos,2,3,l,a,g,o,s,0,0
2675,laica,3,2,l,a,i,c,a,0,1
2676,laico,3,2,l,a,i,c,o,0,1
2677,lajes,2,3,l,a,j,e,s,0,0
2678,lamba,2,3,l,a,m,b,a,0,0
2679,lambe,2,3,l,a,m,b,e,0,0
2680,lambi,2,3,l,a,m,b,i,0,0
2681,lambo,2,3,l,a,m,b,o,0,0
2682,lanca,2,3,l,a,n,c,a,0,0
2683,lance,2,3,l,a,n,c,e,0,0
2684,lanco,2,3,l,a,n,c,o,0,0
2685,lapis,2,3,l,a,p,i,s,0,0
2686,lapso,2,3,l,a,p,s,o,0,0
2687,lares,2,3,l,a,r,e,s,0,0
2688,larga,2,3,l,a,r,g,a,0,0
2689,largo,2,3,l,a,r,g,o,0,0
2690,larva,2,3,l,a,r,v,a,0,0
2691,lasca,2,3,l,a,s,c,a,1,0
2692,lasco,2,3,l,a,s,c,o,1,0
2693,laser,2,3,l,a,s,e,r,0,0
2694,latao,3,2,l,a,t,a,o,0,0
2695,latas,2,3,l,a,t,a,s,0,0
2696,latem,2,3,l,a,t,e,m,0,0
2697,lates,2,3,l,a,t,e,s,0,0
2698,latex,2,3,l,a,t,e,x,0,0
2699,latia,3,2,l,a,t,i,a,0,1
2700,latim,2,3,l,a,t,i,m,0,0
2701,latir,2,3,l,a,t,i,r,0,0
2702,latis,2,3,l,a,t,i,s,0,0
2703,latiu,3,2,l,a,t,i,u,0,1
2704,lauda,3,2,l,a,u,d,a,0,1
2705,laudo,3,2,l,a,u,d,o,0,1
2706,laura,3,2,l,a,u,r,a,0,1
2707,lauro,3,2,l,a,u,r,o,0,1
2708,lavai,3,2,l,a,v,a,i,0,1
2709,lavam,2,3,l,a,v,a,m,0,0
2710,lavar,2,3,l,a,v,a,r,0,0
2711,lavas,2,3,l,a,v,a,s,0,0
2712,lavei,3,2,l,a,v,e,i,0,1
2713,lavem,2,3,l,a,v,e,m,0,0
2714,laves,2,3,l,a,v,e,s,0,0
2715,lavou,3,2,l,a,v,o,u,0,1
2716,lavra,2,3,l,a,v,r,a,0,0
2717,lavre,2,3,l,a,v,r,e,0,0
2718,lavro,2,3,l,a,v,r,o,0,0
2719,lazer,2,3,l,a,z,e,r,0,0
2720,leais,3,2,l,e,a,i,s,0,2
2721,lebre,2,3,l,e,b,r,e,0,0
2722,ledes,2,3,l,e,d,e,s,0,0
2723,legai,3,2,l,e,g,a,i,0,1
2724,legal,2,3,l,e,g,a,l,0,0
2725,legam,2,3,l,e,g,a,m,0,0
2726,legar,2,3,l,e,g,a,r,0,0
2727,legas,2,3,l,e,g,a,s,0,0
2728,legou,3,2,l,e,g,o,u,0,1
2729,legua,3,2,l,e,g,u,a,1,1
2730,legue,3,2,l,e,g,u,e,1,1
2731,leiam,3,2,l,e,i,a,m,0,2
2732,leias,3,2,l,e,i,a,s,0,2
2733,leiga,3,2,l,e,i,g,a,0,1
2734,leigo,3,2,l,e,i,g,o,0,1
2735,leite,3,2,l,e,i,t,e,0,1
2736,leito,3,2,l,e,i,t,o,0,1
2737,lemas,2,3,l,e,m,a,s,0,0
2738,lemes,2,3,l,e,m,e,s,0,0
2739,lemos,2,3,l,e,m,o,s,0,0
2740,lenco,2,3,l,e,n,c,o,0,0
2741,lenda,2,3,l,e,n,d,a,0,0
2742,lendo,2,3,l,e,n,d,o,0,0
2743,lenga,2,3,l,e,n,g,a,0,0
2744,lenha,2,3,l,e,n,h,a,1,0
2745,lenho,2,3,l,e,n,h,o,1,0
2746,lenin,2,3,l,e,n,i,n,0,0
2747,lenta,2,3,l,e,n,t,a,0,0
2748,lente,2,3,l,e,n,t,e,0,0
2749,lento,2,3,l,e,n,t,o,0,0
2750,leoas,3,2,l,e,o,a,s,0,1
2751,leoes,3,2,l,e,o,e,s,0,1
2752,lepra,2,3,l,e,p,r,a,0,0
2753,leque,3,2,l,e,q,u,e,1,1
2754,leram,2,3,l,e,r,a,m,0,0
2755,lerao,3,2,l,e,r,a,o,0,0
2756,leras,2,3,l,e,r,a,s,0,0
2757,lerda,2,3,l,e,r,d,a,0,0
2758,lerdo,2,3,l,e,r,d,o,0,0
2759,lerei,3,2,l,e,r,e,i,0,1
2760,lerem,2,3,l,e,r,e,m,0,0
2761,leres,2,3,l,e,r,e,s,0,0
2762,leria,3,2,l,e,r,i,a,0,1
2763,lermo,2,3,l,e,r,m,o,0,0
2764,lesai,3,2,l,e,s,a,i,0,1
2765,lesam,2,3,l,e,s,a,m,0,0
2766,lesao,3,2,l,e,s,a,o,0,0
2767,lesar,2,3,l,e,s,a,r,0,0
2768,lesas,2,3,l,e,s,a,s,0,0
2769,lesei,3,2,l,e,s,e,i,0,1
2770,lesem,2,3,l,e,s,e,m,0,0
2771,leses,2,3,l,e,s,e,s,0,0
